,forecast_date,high_temp,low_temp,precip_prob,wind_stats,date,day,actual_high,actual_low,actual_precip,year,month
654,2021-11-03,55,46,0.47,NNW 10 mph,2021-11-14,14,47.0,38.0,0.02,2021,11
655,2021-11-03,53,44,0.24,W 9 mph,2021-11-15,15,47.0,39.0,0.0,2021,11
656,2021-11-03,52,44,0.21,W 8 mph,2021-11-16,16,48.0,37.0,0.0,2021,11
657,2021-11-03,52,43,0.16,WNW 9 mph,2021-11-17,17,57.0,39.0,0.0,2021,11
658,2021-11-04,53,38,0.03,N 9 mph,2021-11-05,5,,,,2021,11
659,2021-11-04,55,41,0.08,NE 3 mph,2021-11-06,6,52.0,41.0,0.0,2021,11
660,2021-11-04,56,44,0.05,N 5 mph,2021-11-07,7,53.0,41.0,0.0,2021,11
661,2021-11-04,62,44,0.04,NNW 7 mph,2021-11-08,8,63.0,46.0,0.0,2021,11
662,2021-11-04,62,49,0.06,W 6 mph,2021-11-09,9,68.0,50.0,0.0,2021,11
663,2021-11-04,63,49,0.08,WNW 8 mph,2021-11-10,10,63.0,50.0,0.0,2021,11
664,2021-11-04,59,52,0.06,SE 6 mph,2021-11-11,11,61.0,46.0,0.01,2021,11
665,2021-11-04,61,56,0.36,SE 11 mph,2021-11-12,12,65.0,51.0,0.48,2021,11
666,2021-11-04,60,48,0.51,S 13 mph,2021-11-13,13,62.0,41.0,0.33,2021,11
667,2021-11-04,55,44,0.3,W 11 mph,2021-11-14,14,47.0,38.0,0.02,2021,11
668,2021-11-04,54,45,0.18,W 11 mph,2021-11-15,15,47.0,39.0,0.0,2021,11
669,2021-11-04,57,45,0.17,SW 11 mph,2021-11-16,16,48.0,37.0,0.0,2021,11
670,2021-11-04,52,42,0.24,W 11 mph,2021-11-17,17,57.0,39.0,0.0,2021,11
671,2021-11-04,51,44,0.21,WNW 8 mph,2021-11-18,18,69.0,47.0,0.09000000000000001,2021,11
672,2021-11-07,64,47,0.02,N 8 mph,2021-11-08,8,63.0,46.0,0.0,2021,11
673,2021-11-07,66,49,0.06,WNW 4 mph,2021-11-09,9,68.0,50.0,0.0,2021,11
674,2021-11-07,64,47,0.05,NNW 6 mph,2021-11-10,10,63.0,50.0,0.0,2021,11
675,2021-11-07,61,58,0.07,ESE 9 mph,2021-11-11,11,61.0,46.0,0.01,2021,11
676,2021-11-07,67,58,0.41,S 11 mph,2021-11-12,12,65.0,51.0,0.48,2021,11
677,2021-11-07,62,49,0.39,WSW 8 mph,2021-11-13,13,62.0,41.0,0.33,2021,11
678,2021-11-07,53,42,0.24,WNW 12 mph,2021-11-14,14,47.0,38.0,0.02,2021,11
679,2021-11-07,47,39,0.34,NW 11 mph,2021-11-15,15,47.0,39.0,0.0,2021,11
680,2021-11-07,52,42,0.24,W 8 mph,2021-11-16,16,48.0,37.0,0.0,2021,11
681,2021-11-07,53,42,0.11,WNW 9 mph,2021-11-17,17,57.0,39.0,0.0,2021,11
682,2021-11-07,52,44,0.11,WSW 8 mph,2021-11-18,18,69.0,47.0,0.09000000000000001,2021,11
683,2021-11-07,51,43,0.24,W 9 mph,2021-11-19,19,48.0,39.0,0.01,2021,11
684,2021-11-07,49,40,0.3,W 9 mph,2021-11-20,20,47.0,35.0,0.0,2021,11
685,2021-11-07,47,40,0.21,WNW 9 mph,2021-11-21,21,56.0,45.0,0.01,2021,11
686,2021-11-08,66,51,0.07,WNW 4 mph,2021-11-09,9,68.0,50.0,0.0,2021,11
687,2021-11-08,64,43,0.06,NW 9 mph,2021-11-10,10,63.0,50.0,0.0,2021,11
688,2021-11-08,60,57,0.07,ESE 9 mph,2021-11-11,11,61.0,46.0,0.01,2021,11
689,2021-11-08,64,47,0.93,SSW 15 mph,2021-11-12,12,65.0,51.0,0.48,2021,11
690,2021-11-08,57,42,0.24,W 6 mph,2021-11-13,13,62.0,41.0,0.33,2021,11
691,2021-11-08,49,40,0.12,W 10 mph,2021-11-14,14,47.0,38.0,0.02,2021,11
692,2021-11-08,50,39,0.13,W 10 mph,2021-11-15,15,47.0,39.0,0.0,2021,11
693,2021-11-08,48,38,0.24,WNW 9 mph,2021-11-16,16,48.0,37.0,0.0,2021,11
694,2021-11-08,50,39,0.18,NW 8 mph,2021-11-17,17,57.0,39.0,0.0,2021,11
695,2021-11-08,53,42,0.03,WSW 6 mph,2021-11-18,18,69.0,47.0,0.09000000000000001,2021,11
696,2021-11-08,55,44,0.2,SW 7 mph,2021-11-19,19,48.0,39.0,0.01,2021,11
697,2021-11-08,52,42,0.31,W 8 mph,2021-11-20,20,47.0,35.0,0.0,2021,11
698,2021-11-08,50,40,0.24,NW 8 mph,2021-11-21,21,56.0,45.0,0.01,2021,11
699,2021-11-08,47,39,0.33,N 7 mph,2021-11-22,22,54.0,36.0,0.04,2021,11
700,2021-11-09,65,43,0.05,NW 9 mph,2021-11-10,10,63.0,50.0,0.0,2021,11
701,2021-11-09,58,56,0.1,E 8 mph,2021-11-11,11,61.0,46.0,0.01,2021,11
702,2021-11-09,64,46,0.99,SSW 15 mph,2021-11-12,12,65.0,51.0,0.48,2021,11
703,2021-11-09,56,38,0.18,WSW 8 mph,2021-11-13,13,62.0,41.0,0.33,2021,11
704,2021-11-09,49,39,0.04,WSW 9 mph,2021-11-14,14,47.0,38.0,0.02,2021,11
705,2021-11-09,50,35,0.24,W 11 mph,2021-11-15,15,47.0,39.0,0.0,2021,11
706,2021-11-09,49,37,0.08,WNW 10 mph,2021-11-16,16,48.0,37.0,0.0,2021,11
707,2021-11-09,49,40,0.03,WNW 7 mph,2021-11-17,17,57.0,39.0,0.0,2021,11
708,2021-11-09,55,45,0.07,SSW 7 mph,2021-11-18,18,69.0,47.0,0.09000000000000001,2021,11
709,2021-11-09,58,42,0.33,WSW 8 mph,2021-11-19,19,48.0,39.0,0.01,2021,11
710,2021-11-09,51,39,0.24,WNW 8 mph,2021-11-20,20,47.0,35.0,0.0,2021,11
711,2021-11-09,49,39,0.21,NW 8 mph,2021-11-21,21,56.0,45.0,0.01,2021,11
712,2021-11-09,50,41,0.24,WNW 8 mph,2021-11-22,22,54.0,36.0,0.04,2021,11
713,2021-11-09,48,40,0.24,NW 7 mph,2021-11-23,23,42.0,32.0,0.0,2021,11
714,2021-11-10,60,56,0.04,ESE 9 mph,2021-11-11,11,61.0,46.0,0.01,2021,11
715,2021-11-10,64,47,0.95,SW 15 mph,2021-11-12,12,65.0,51.0,0.48,2021,11
716,2021-11-10,59,39,0.39,SW 10 mph,2021-11-13,13,62.0,41.0,0.33,2021,11
717,2021-11-10,51,40,0.04,WSW 9 mph,2021-11-14,14,47.0,38.0,0.02,2021,11
718,2021-11-10,51,38,0.18,W 7 mph,2021-11-15,15,47.0,39.0,0.0,2021,11
719,2021-11-10,50,39,0.05,NW 11 mph,2021-11-16,16,48.0,37.0,0.0,2021,11
720,2021-11-10,54,43,0.03,WSW 10 mph,2021-11-17,17,57.0,39.0,0.0,2021,11
721,2021-11-10,62,44,0.05,WSW 8 mph,2021-11-18,18,69.0,47.0,0.09000000000000001,2021,11
722,2021-11-10,51,42,0.24,NNW 7 mph,2021-11-19,19,48.0,39.0,0.01,2021,11
723,2021-11-10,50,41,0.24,NNW 7 mph,2021-11-20,20,47.0,35.0,0.0,2021,11
724,2021-11-10,51,41,0.18,NW 8 mph,2021-11-21,21,56.0,45.0,0.01,2021,11
725,2021-11-10,52,42,0.15,WSW 8 mph,2021-11-22,22,54.0,36.0,0.04,2021,11
726,2021-11-10,50,40,0.3,WNW 9 mph,2021-11-23,23,42.0,32.0,0.0,2021,11
727,2021-11-10,48,40,0.31,W 9 mph,2021-11-24,24,44.0,30.0,0.0,2021,11
728,2021-11-11,65,46,1.0,SSW 16 mph,2021-11-12,12,65.0,51.0,0.48,2021,11
729,2021-11-11,62,39,0.56,SSW 13 mph,2021-11-13,13,62.0,41.0,0.33,2021,11
730,2021-11-11,52,41,0.05,WSW 8 mph,2021-11-14,14,47.0,38.0,0.02,2021,11
731,2021-11-11,52,38,0.44,W 9 mph,2021-11-15,15,47.0,39.0,0.0,2021,11
732,2021-11-11,50,37,0.03,WNW 12 mph,2021-11-16,16,48.0,37.0,0.0,2021,11
733,2021-11-11,57,47,0.04,SW 8 mph,2021-11-17,17,57.0,39.0,0.0,2021,11
734,2021-11-11,61,44,0.09,SW 9 mph,2021-11-18,18,69.0,47.0,0.09000000000000001,2021,11
735,2021-11-11,54,37,0.22,WNW 8 mph,2021-11-19,19,48.0,39.0,0.01,2021,11
736,2021-11-11,50,40,0.19,NW 7 mph,2021-11-20,20,47.0,35.0,0.0,2021,11
737,2021-11-11,54,42,0.24,NNW 7 mph,2021-11-21,21,56.0,45.0,0.01,2021,11
738,2021-11-11,53,45,0.24,SE 8 mph,2021-11-22,22,54.0,36.0,0.04,2021,11
739,2021-11-11,51,36,0.35,WNW 8 mph,2021-11-23,23,42.0,32.0,0.0,2021,11
740,2021-11-11,47,36,0.24,NW 8 mph,2021-11-24,24,44.0,30.0,0.0,2021,11
741,2021-11-11,49,39,0.23,W 8 mph,2021-11-25,25,56.0,40.0,0.01,2021,11
742,2021-11-12,61,38,0.84,SSW 18 mph,2021-11-13,13,62.0,41.0,0.33,2021,11
743,2021-11-12,49,42,0.07,SW 7 mph,2021-11-14,14,47.0,38.0,0.02,2021,11
744,2021-11-12,49,38,0.15,W 15 mph,2021-11-15,15,47.0,39.0,0.0,2021,11
745,2021-11-12,50,43,0.02,W 9 mph,2021-11-16,16,48.0,37.0,0.0,2021,11
746,2021-11-12,62,55,0.04,SSW 8 mph,2021-11-17,17,57.0,39.0,0.0,2021,11
747,2021-11-12,58,40,0.18,WSW 10 mph,2021-11-18,18,69.0,47.0,0.09000000000000001,2021,11
748,2021-11-12,51,40,0.05,NW 8 mph,2021-11-19,19,48.0,39.0,0.01,2021,11
749,2021-11-12,52,42,0.24,ENE 8 mph,2021-11-20,20,47.0,35.0,0.0,2021,11
750,2021-11-12,53,42,0.24,NW 9 mph,2021-11-21,21,56.0,45.0,0.01,2021,11
751,2021-11-12,52,42,0.3,W 8 mph,2021-11-22,22,54.0,36.0,0.04,2021,11
752,2021-11-12,49,42,0.24,WNW 9 mph,2021-11-23,23,42.0,32.0,0.0,2021,11
753,2021-11-12,49,42,0.31,NW 8 mph,2021-11-24,24,44.0,30.0,0.0,2021,11
754,2021-11-12,51,42,0.24,WSW 8 mph,2021-11-25,25,56.0,40.0,0.01,2021,11
755,2021-11-12,49,40,0.37,WNW 8 mph,2021-11-26,26,46.0,37.0,0.12,2021,11
756,2021-11-13,50,41,0.05,WSW 7 mph,2021-11-14,14,47.0,38.0,0.02,2021,11
757,2021-11-13,49,38,0.15,W 14 mph,2021-11-15,15,47.0,39.0,0.0,2021,11
758,2021-11-13,51,43,0.04,W 9 mph,2021-11-16,16,48.0,37.0,0.0,2021,11
759,2021-11-13,62,52,0.03,SW 8 mph,2021-11-17,17,57.0,39.0,0.0,2021,11
760,2021-11-13,62,40,0.17,WSW 11 mph,2021-11-18,18,69.0,47.0,0.09000000000000001,2021,11
761,2021-11-13,50,36,0.02,NW 11 mph,2021-11-19,19,48.0,39.0,0.01,2021,11
762,2021-11-13,53,46,0.23,SE 6 mph,2021-11-20,20,47.0,35.0,0.0,2021,11
763,2021-11-13,57,45,0.36,W 7 mph,2021-11-21,21,56.0,45.0,0.01,2021,11
764,2021-11-13,52,42,0.38,N 9 mph,2021-11-22,22,54.0,36.0,0.04,2021,11
765,2021-11-13,51,40,0.4,NNW 10 mph,2021-11-23,23,42.0,32.0,0.0,2021,11
766,2021-11-13,50,40,0.23,W 9 mph,2021-11-24,24,44.0,30.0,0.0,2021,11
767,2021-11-13,53,42,0.31,WSW 9 mph,2021-11-25,25,56.0,40.0,0.01,2021,11
768,2021-11-13,52,42,0.24,W 9 mph,2021-11-26,26,46.0,37.0,0.12,2021,11
769,2021-11-13,51,40,0.24,W 10 mph,2021-11-27,27,38.0,34.0,0.0,2021,11
770,2021-11-14,48,38,0.17,W 13 mph,2021-11-15,15,47.0,39.0,0.0,2021,11
771,2021-11-14,50,38,0.04,W 9 mph,2021-11-16,16,48.0,37.0,0.0,2021,11
772,2021-11-14,58,50,0.05,S 7 mph,2021-11-17,17,57.0,39.0,0.0,2021,11
773,2021-11-14,67,41,0.23,SW 9 mph,2021-11-18,18,69.0,47.0,0.09000000000000001,2021,11
774,2021-11-14,48,36,0.09,WNW 12 mph,2021-11-19,19,48.0,39.0,0.01,2021,11
775,2021-11-14,49,39,0.09,NNW 6 mph,2021-11-20,20,47.0,35.0,0.0,2021,11
776,2021-11-14,53,44,0.24,SSE 7 mph,2021-11-21,21,56.0,45.0,0.01,2021,11
777,2021-11-14,55,40,0.33,SW 7 mph,2021-11-22,22,54.0,36.0,0.04,2021,11
778,2021-11-14,48,37,0.34,W 13 mph,2021-11-23,23,42.0,32.0,0.0,2021,11
779,2021-11-14,48,39,0.1,WNW 10 mph,2021-11-24,24,44.0,30.0,0.0,2021,11
780,2021-11-14,49,41,0.24,WNW 7 mph,2021-11-25,25,56.0,40.0,0.01,2021,11
781,2021-11-14,49,41,0.39,W 8 mph,2021-11-26,26,46.0,37.0,0.12,2021,11
782,2021-11-14,48,39,0.24,W 9 mph,2021-11-27,27,38.0,34.0,0.0,2021,11
783,2021-11-14,50,38,0.15,WSW 9 mph,2021-11-28,28,41.0,33.0,0.0,2021,11
784,2021-11-15,51,38,0.04,W 9 mph,2021-11-16,16,48.0,37.0,0.0,2021,11
785,2021-11-15,57,51,0.05,SSE 9 mph,2021-11-17,17,57.0,39.0,0.0,2021,11
786,2021-11-15,68,43,0.15,SW 10 mph,2021-11-18,18,69.0,47.0,0.09000000000000001,2021,11
787,2021-11-15,49,37,0.08,WNW 14 mph,2021-11-19,19,48.0,39.0,0.01,2021,11
788,2021-11-15,47,40,0.05,NE 5 mph,2021-11-20,20,47.0,35.0,0.0,2021,11
789,2021-11-15,53,44,0.2,SW 7 mph,2021-11-21,21,56.0,45.0,0.01,2021,11
790,2021-11-15,52,40,0.3,W 7 mph,2021-11-22,22,54.0,36.0,0.04,2021,11
791,2021-11-15,46,34,0.34,NW 15 mph,2021-11-23,23,42.0,32.0,0.0,2021,11
792,2021-11-15,47,39,0.02,WNW 11 mph,2021-11-24,24,44.0,30.0,0.0,2021,11
793,2021-11-15,52,43,0.24,WSW 7 mph,2021-11-25,25,56.0,40.0,0.01,2021,11
794,2021-11-15,51,41,0.24,W 9 mph,2021-11-26,26,46.0,37.0,0.12,2021,11
795,2021-11-15,49,41,0.3,WNW 9 mph,2021-11-27,27,38.0,34.0,0.0,2021,11
796,2021-11-15,49,40,0.24,W 10 mph,2021-11-28,28,41.0,33.0,0.0,2021,11
797,2021-11-15,49,41,0.21,W 11 mph,2021-11-29,29,43.0,33.0,0.0,2021,11
798,2021-11-16,56,52,0.05,SE 8 mph,2021-11-17,17,57.0,39.0,0.0,2021,11
799,2021-11-16,67,41,0.13,SSW 9 mph,2021-11-18,18,69.0,47.0,0.09000000000000001,2021,11
800,2021-11-16,48,35,0.1,WNW 13 mph,2021-11-19,19,48.0,39.0,0.01,2021,11
801,2021-11-16,46,41,0.04,E 4 mph,2021-11-20,20,47.0,35.0,0.0,2021,11
802,2021-11-16,54,48,0.13,S 4 mph,2021-11-21,21,56.0,45.0,0.01,2021,11
803,2021-11-16,56,40,0.46,S 9 mph,2021-11-22,22,54.0,36.0,0.04,2021,11
804,2021-11-16,44,34,0.37,WNW 17 mph,2021-11-23,23,42.0,32.0,0.0,2021,11
805,2021-11-16,45,37,0.11,WNW 10 mph,2021-11-24,24,44.0,30.0,0.0,2021,11
806,2021-11-16,48,41,0.24,WNW 7 mph,2021-11-25,25,56.0,40.0,0.01,2021,11
807,2021-11-16,51,42,0.35,NE 6 mph,2021-11-26,26,46.0,37.0,0.12,2021,11
808,2021-11-16,49,38,0.36,WNW 8 mph,2021-11-27,27,38.0,34.0,0.0,2021,11
809,2021-11-16,46,36,0.24,WNW 10 mph,2021-11-28,28,41.0,33.0,0.0,2021,11
810,2021-11-16,45,34,0.24,NW 11 mph,2021-11-29,29,43.0,33.0,0.0,2021,11
811,2021-11-16,44,36,0.16,WNW 8 mph,2021-11-30,30,41.0,31.0,0.0,2021,11
812,2021-11-17,68,42,0.07,SW 9 mph,2021-11-18,18,69.0,47.0,0.09000000000000001,2021,11
813,2021-11-17,47,36,0.01,WNW 14 mph,2021-11-19,19,48.0,39.0,0.01,2021,11
814,2021-11-17,47,42,0.03,SSW 4 mph,2021-11-20,20,47.0,35.0,0.0,2021,11
815,2021-11-17,55,48,0.17,SSW 6 mph,2021-11-21,21,56.0,45.0,0.01,2021,11
816,2021-11-17,55,36,0.67,SW 10 mph,2021-11-22,22,54.0,36.0,0.04,2021,11
817,2021-11-17,43,36,0.24,WNW 16 mph,2021-11-23,23,42.0,32.0,0.0,2021,11
818,2021-11-17,47,38,0.09,WNW 14 mph,2021-11-24,24,44.0,30.0,0.0,2021,11
819,2021-11-17,51,37,0.04,WNW 8 mph,2021-11-25,25,56.0,40.0,0.01,2021,11
820,2021-11-17,47,38,0.24,NW 8 mph,2021-11-26,26,46.0,37.0,0.12,2021,11
821,2021-11-17,46,39,0.31,NW 9 mph,2021-11-27,27,38.0,34.0,0.0,2021,11
822,2021-11-17,48,40,0.24,WSW 9 mph,2021-11-28,28,41.0,33.0,0.0,2021,11
823,2021-11-17,48,38,0.1,W 9 mph,2021-11-29,29,43.0,33.0,0.0,2021,11
824,2021-11-17,48,37,0.24,W 9 mph,2021-11-30,30,41.0,31.0,0.0,2021,11
825,2021-11-17,49,41,0.3,W 8 mph,2021-12-01,1,49.0,40.0,0.0,2021,12
826,2021-11-18,48,36,0.02,WNW 14 mph,2021-11-19,19,48.0,39.0,0.01,2021,11
827,2021-11-18,49,43,0.05,SSW 5 mph,2021-11-20,20,47.0,35.0,0.0,2021,11
828,2021-11-18,56,52,0.45,SSW 8 mph,2021-11-21,21,56.0,45.0,0.01,2021,11
829,2021-11-18,55,35,0.55,WSW 12 mph,2021-11-22,22,54.0,36.0,0.04,2021,11
830,2021-11-18,43,34,0.13,NW 22 mph,2021-11-23,23,42.0,32.0,0.0,2021,11
831,2021-11-18,46,38,0.04,NW 14 mph,2021-11-24,24,44.0,30.0,0.0,2021,11
832,2021-11-18,51,41,0.05,WNW 10 mph,2021-11-25,25,56.0,40.0,0.01,2021,11
833,2021-11-18,53,42,0.24,NW 8 mph,2021-11-26,26,46.0,37.0,0.12,2021,11
834,2021-11-18,52,41,0.24,NW 9 mph,2021-11-27,27,38.0,34.0,0.0,2021,11
835,2021-11-18,51,41,0.24,W 10 mph,2021-11-28,28,41.0,33.0,0.0,2021,11
836,2021-11-18,50,40,0.24,WNW 9 mph,2021-11-29,29,43.0,33.0,0.0,2021,11
837,2021-11-18,49,39,0.21,WNW 9 mph,2021-11-30,30,41.0,31.0,0.0,2021,11
838,2021-11-18,50,40,0.24,W 9 mph,2021-12-01,1,49.0,40.0,0.0,2021,12
839,2021-11-18,50,41,0.24,W 9 mph,2021-12-02,2,58.0,45.0,0.04,2021,12
840,2021-11-19,47,41,0.03,SE 5 mph,2021-11-20,20,47.0,35.0,0.0,2021,11
841,2021-11-19,55,52,0.21,SSW 6 mph,2021-11-21,21,56.0,45.0,0.01,2021,11
842,2021-11-19,55,32,0.45,W 13 mph,2021-11-22,22,54.0,36.0,0.04,2021,11
843,2021-11-19,42,34,0.0,NW 21 mph,2021-11-23,23,42.0,32.0,0.0,2021,11
844,2021-11-19,47,37,0.0,WNW 9 mph,2021-11-24,24,44.0,30.0,0.0,2021,11
845,2021-11-19,55,42,0.0,WNW 8 mph,2021-11-25,25,56.0,40.0,0.01,2021,11
846,2021-11-19,55,38,0.24,WNW 10 mph,2021-11-26,26,46.0,37.0,0.12,2021,11
847,2021-11-19,47,37,0.24,WNW 10 mph,2021-11-27,27,38.0,34.0,0.0,2021,11
848,2021-11-19,48,38,0.24,WNW 9 mph,2021-11-28,28,41.0,33.0,0.0,2021,11
849,2021-11-19,48,38,0.31,WNW 9 mph,2021-11-29,29,43.0,33.0,0.0,2021,11
850,2021-11-19,48,36,0.16,WNW 10 mph,2021-11-30,30,41.0,31.0,0.0,2021,11
851,2021-11-19,48,37,0.09,W 8 mph,2021-12-01,1,49.0,40.0,0.0,2021,12
852,2021-11-19,48,37,0.15,WNW 9 mph,2021-12-02,2,58.0,45.0,0.04,2021,12
853,2021-11-19,46,36,0.24,WNW 9 mph,2021-12-03,3,47.0,37.0,0.0,2021,12
854,2021-11-20,55,49,0.06,SSW 6 mph,2021-11-21,21,56.0,45.0,0.01,2021,11
855,2021-11-20,51,33,0.47,WNW 12 mph,2021-11-22,22,54.0,36.0,0.04,2021,11
856,2021-11-20,44,32,0.01,NW 18 mph,2021-11-23,23,42.0,32.0,0.0,2021,11
857,2021-11-20,47,37,0.01,NW 6 mph,2021-11-24,24,44.0,30.0,0.0,2021,11
858,2021-11-20,55,39,0.01,WNW 6 mph,2021-11-25,25,56.0,40.0,0.01,2021,11
859,2021-11-20,47,31,0.18,WNW 12 mph,2021-11-26,26,46.0,37.0,0.12,2021,11
860,2021-11-20,43,34,0.13,WNW 12 mph,2021-11-27,27,38.0,34.0,0.0,2021,11
861,2021-11-20,46,34,0.15,WNW 9 mph,2021-11-28,28,41.0,33.0,0.0,2021,11
862,2021-11-20,46,36,0.07,WNW 9 mph,2021-11-29,29,43.0,33.0,0.0,2021,11
863,2021-11-20,48,37,0.1,W 9 mph,2021-11-30,30,41.0,31.0,0.0,2021,11
864,2021-11-20,48,34,0.18,WNW 9 mph,2021-12-01,1,49.0,40.0,0.0,2021,12
865,2021-11-20,47,37,0.15,WNW 9 mph,2021-12-02,2,58.0,45.0,0.04,2021,12
866,2021-11-20,49,40,0.18,WSW 8 mph,2021-12-03,3,47.0,37.0,0.0,2021,12
867,2021-11-20,51,40,0.33,WSW 10 mph,2021-12-04,4,48.0,37.0,0.0,2021,12
868,2021-11-21,52,33,0.64,WNW 13 mph,2021-11-22,22,54.0,36.0,0.04,2021,11
869,2021-11-21,44,30,0.02,NW 20 mph,2021-11-23,23,42.0,32.0,0.0,2021,11
870,2021-11-21,47,35,0.03,WNW 7 mph,2021-11-24,24,44.0,30.0,0.0,2021,11
871,2021-11-21,54,40,0.03,W 8 mph,2021-11-25,25,56.0,40.0,0.01,2021,11
872,2021-11-21,46,30,0.24,WNW 14 mph,2021-11-26,26,46.0,37.0,0.12,2021,11
873,2021-11-21,42,34,0.01,W 13 mph,2021-11-27,27,38.0,34.0,0.0,2021,11
874,2021-11-21,45,33,0.1,W 11 mph,2021-11-28,28,41.0,33.0,0.0,2021,11
875,2021-11-21,45,35,0.1,WNW 11 mph,2021-11-29,29,43.0,33.0,0.0,2021,11
876,2021-11-21,47,36,0.06,W 10 mph,2021-11-30,30,41.0,31.0,0.0,2021,11
877,2021-11-21,47,34,0.17,WNW 11 mph,2021-12-01,1,49.0,40.0,0.0,2021,12
878,2021-11-21,45,35,0.1,WNW 10 mph,2021-12-02,2,58.0,45.0,0.04,2021,12
879,2021-11-21,50,40,0.24,WSW 9 mph,2021-12-03,3,47.0,37.0,0.0,2021,12
880,2021-11-21,51,42,0.34,SW 10 mph,2021-12-04,4,48.0,37.0,0.0,2021,12
881,2021-11-21,50,39,0.36,WNW 12 mph,2021-12-05,5,48.0,40.0,0.0,2021,12
882,2021-11-22,44,31,0.02,NW 20 mph,2021-11-23,23,42.0,32.0,0.0,2021,11
883,2021-11-22,48,36,0.02,WNW 8 mph,2021-11-24,24,44.0,30.0,0.0,2021,11
884,2021-11-22,55,43,0.02,WSW 8 mph,2021-11-25,25,56.0,40.0,0.01,2021,11
885,2021-11-22,45,33,0.71,WNW 16 mph,2021-11-26,26,46.0,37.0,0.12,2021,11
886,2021-11-22,44,30,0.0,WNW 15 mph,2021-11-27,27,38.0,34.0,0.0,2021,11
887,2021-11-22,43,32,0.15,W 10 mph,2021-11-28,28,41.0,33.0,0.0,2021,11
888,2021-11-22,44,32,0.03,WNW 12 mph,2021-11-29,29,43.0,33.0,0.0,2021,11
889,2021-11-22,45,34,0.15,W 11 mph,2021-11-30,30,41.0,31.0,0.0,2021,11
890,2021-11-22,45,31,0.15,WNW 12 mph,2021-12-01,1,49.0,40.0,0.0,2021,12
891,2021-11-22,45,37,0.02,W 8 mph,2021-12-02,2,58.0,45.0,0.04,2021,12
892,2021-11-22,54,47,0.2,SSW 9 mph,2021-12-03,3,47.0,37.0,0.0,2021,12
893,2021-11-22,55,44,0.39,SW 10 mph,2021-12-04,4,48.0,37.0,0.0,2021,12
894,2021-11-22,52,42,0.42,WSW 10 mph,2021-12-05,5,48.0,40.0,0.0,2021,12
895,2021-11-22,50,38,0.24,WNW 11 mph,2021-12-06,6,60.0,44.0,0.42,2021,12
896,2021-11-23,48,35,0.02,WNW 7 mph,2021-11-24,24,44.0,30.0,0.0,2021,11
897,2021-11-23,55,43,0.03,WSW 6 mph,2021-11-25,25,56.0,40.0,0.01,2021,11
898,2021-11-23,46,33,0.66,WNW 19 mph,2021-11-26,26,46.0,37.0,0.12,2021,11
899,2021-11-23,43,31,0.0,WNW 14 mph,2021-11-27,27,38.0,34.0,0.0,2021,11
900,2021-11-23,44,32,0.15,W 8 mph,2021-11-28,28,41.0,33.0,0.0,2021,11
901,2021-11-23,44,33,0.03,NW 10 mph,2021-11-29,29,43.0,33.0,0.0,2021,11
902,2021-11-23,47,35,0.06,WSW 10 mph,2021-11-30,30,41.0,31.0,0.0,2021,11
903,2021-11-23,45,33,0.08,W 11 mph,2021-12-01,1,49.0,40.0,0.0,2021,12
904,2021-11-23,45,36,0.1,W 8 mph,2021-12-02,2,58.0,45.0,0.04,2021,12
905,2021-11-23,50,43,0.24,WSW 8 mph,2021-12-03,3,47.0,37.0,0.0,2021,12
906,2021-11-23,53,42,0.3,WSW 10 mph,2021-12-04,4,48.0,37.0,0.0,2021,12
907,2021-11-23,49,38,0.24,W 10 mph,2021-12-05,5,48.0,40.0,0.0,2021,12
908,2021-11-23,48,38,0.24,W 9 mph,2021-12-06,6,60.0,44.0,0.42,2021,12
909,2021-11-23,48,37,0.22,W 9 mph,2021-12-07,7,,,,2021,12
910,2021-11-24,55,44,0.03,WSW 8 mph,2021-11-25,25,56.0,40.0,0.01,2021,11
911,2021-11-24,47,31,0.52,WNW 22 mph,2021-11-26,26,46.0,37.0,0.12,2021,11
912,2021-11-24,42,31,0.0,WNW 16 mph,2021-11-27,27,38.0,34.0,0.0,2021,11
913,2021-11-24,43,33,0.24,WSW 6 mph,2021-11-28,28,41.0,33.0,0.0,2021,11
914,2021-11-24,41,31,0.24,NW 12 mph,2021-11-29,29,43.0,33.0,0.0,2021,11
915,2021-11-24,43,33,0.03,WNW 11 mph,2021-11-30,30,41.0,31.0,0.0,2021,11
916,2021-11-24,45,35,0.19,W 10 mph,2021-12-01,1,49.0,40.0,0.0,2021,12
917,2021-11-24,46,34,0.13,WNW 11 mph,2021-12-02,2,58.0,45.0,0.04,2021,12
918,2021-11-24,51,41,0.17,WSW 10 mph,2021-12-03,3,47.0,37.0,0.0,2021,12
919,2021-11-24,53,40,0.24,WSW 12 mph,2021-12-04,4,48.0,37.0,0.0,2021,12
920,2021-11-24,46,35,0.39,WNW 12 mph,2021-12-05,5,48.0,40.0,0.0,2021,12
921,2021-11-24,46,36,0.17,W 11 mph,2021-12-06,6,60.0,44.0,0.42,2021,12
922,2021-11-24,42,33,0.15,W 12 mph,2021-12-07,7,,,,2021,12
923,2021-11-24,40,33,0.18,WNW 9 mph,2021-12-08,8,41.0,34.0,0.04,2021,12
924,2021-11-25,46,32,0.76,WNW 16 mph,2021-11-26,26,46.0,37.0,0.12,2021,11
